Koordinatensystem : Lambert konform konisch
Rechtswert        : 4210500 Meter
Hochwert          : 2861500 Meter
Hoehenlage        : 32 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4210500 2861500 10  3  7   7.8 1016 136  2.5 6  6.4  99    0    3 306 -362  1
4210500 2861500 10  3  8   8.4 1016 150  2.1 7  6.6  98    2   49 329 -364  1
4210500 2861500 10  3  9  10.1 1016 110  2.8 8  7.0  96   16  127 344 -369  1
4210500 2861500 10  3 10  11.9 1016 160  2.5 6  7.5  91   72  203 344 -376  1
4210500 2861500 10  3 11  13.0 1016 137  2.3 5  7.8  87  130  247 332 -381  1
4210500 2861500 10  3 12  15.6 1015 173  2.5 5  8.0  79  238  247 334 -390  1
4210500 2861500 10  3 13  16.4 1015 175  2.5 4  8.2  72  155  273 335 -401  1
4210500 2861500 10  3 14  17.0 1015 199  3.0 5  8.3  70   43  226 339 -407  1
4210500 2861500 10  3 15  16.1 1014 234  3.1 6  8.4  72    3  137 345 -406  1
4210500 2861500 10  3 16  16.0 1015 230  2.0 6  8.5  75    4  106 347 -401  1
4210500 2861500 10  3 17  15.3 1014 256  2.6 8  8.6  78    9   66 353 -396  1
4210500 2861500 10  3 18  14.4 1015 267  2.4 8  8.8  84    0    8 359 -390  1
4210500 2861500 10  3 19  13.9 1015 265  2.2 7  8.9  88    0    0 351 -383  1
4210500 2861500 10  3 20  13.8 1016 251  1.9 7  8.9  90    0    0 345 -377  1
4210500 2861500 10  3 21  13.6 1016 245  2.5 8  8.9  91    0    0 348 -376  1
4210500 2861500 10  3 22  13.6 1016 211  2.7 8  8.8  90    0    0 353 -377  1
4210500 2861500 10  3 23  13.0 1016 249  1.8 7  8.4  88    0    0 346 -378  1
4210500 2861500 10  3 24  12.0 1016 243  2.2 5  7.9  87    0    0 329 -375  1
4210500 2861500 10  4  1  10.2 1016 226  1.6 3  7.5  91    0    0 307 -369  1
4210500 2861500 10  4  2   9.6 1017 229  1.8 4  7.3  97    0    0 299 -363  1
4210500 2861500 10  4  3   9.7 1017 262  1.5 6  7.3  97    0    0 312 -358  1
4210500 2861500 10  4  4  10.3 1017 239  1.6 8  7.4  96    0    0 331 -354  1
4210500 2861500 10  4  5  10.5 1017 186  1.6 7  7.4  94    0    0 336 -351  1
4210500 2861500 10  4  6  10.3 1017 208  1.8 6  7.2  92    0    0 327 -349  1
4210500 2861500 10  4  7  10.0 1017 181  1.9 4  7.0  91    5   11 312 -347  1
4210500 2861500 10  4  8  11.4 1018 184  2.0 1  7.3  91  103   45 293 -348  1
4210500 2861500 10  4  9  14.0 1018 232  2.8 0  7.5  82  252   51 283 -354  1
4210500 2861500 10  4 10  15.6 1018 232  3.6 0  7.4  70  359   73 285 -367  1
4210500 2861500 10  4 11  16.6 1019 249  4.1 1  7.1  62  432   88 295 -382  1
4210500 2861500 10  4 12  17.5 1018 242  4.5 2  7.0  58  453   79 307 -396  1
4210500 2861500 10  4 13  17.7 1019 271  4.2 3  7.1  57  234  191 315 -405  1
4210500 2861500 10  4 14  18.8 1018 260  5.0 3  7.2  56   95  206 320 -410  1
4210500 2861500 10  4 15  18.3 1019 256  4.3 1  7.2  54  238  116 315 -411  1
4210500 2861500 10  4 16  17.7 1019 259  3.6 2  7.0  54  201   71 309 -407  1
4210500 2861500 10  4 17  17.6 1019 265  2.4 3  6.9  55   75   53 314 -399  1
4210500 2861500 10  4 18  14.9 1019 249  1.1 2  6.9  60    1   10 308 -388  1
4210500 2861500 10  4 19  12.3 1019 138  1.2 1  7.0  73    0    0 293 -377  1
4210500 2861500 10  4 20  11.6 1019 198  1.6 1  7.1  82    0    0 283 -369  1
4210500 2861500 10  4 21  10.9 1019 160  1.6 0  7.1  85    0    0 277 -363  1
4210500 2861500 10  4 22  10.2 1019 183  2.0 1  6.9  88    0    0 273 -359  1
4210500 2861500 10  4 23   9.6 1019 145  2.0 1  6.8  90    0    0 276 -356  1
4210500 2861500 10  4 24   8.7 1019 143  1.9 1  6.7  92    0    0 276 -355  1
4210500 2861500 10  5  1   8.8 1019 129  2.0 3  6.5  93    0    0 281 -355  1
4210500 2861500 10  5  2   8.5 1019 145  1.4 4  6.5  93    0    0 291 -355  1
4210500 2861500 10  5  3   8.4 1019 130  2.3 5  6.3  92    0    0 296 -355  1
4210500 2861500 10  5  4   8.7 1018 138  2.2 6  6.3  91    0    0 303 -355  1
4210500 2861500 10  5  5   8.1 1018 135  2.3 4  6.3  92    0    0 300 -356  1
4210500 2861500 10  5  6   8.6 1018 131  2.6 4  6.2  91    0    0 293 -358  1
4210500 2861500 10  5  7   9.0 1017 130  3.0 5  6.3  89    5   14 298 -359  1
4210500 2861500 10  5  8  10.8 1017 135  3.1 5  6.6  87   63   69 304 -362  1
4210500 2861500 10  5  9  13.3 1017 136  3.1 5  7.0  80  135  120 309 -367  1
4210500 2861500 10  5 10  14.6 1016 161  4.0 6  7.2  73  236  158 320 -374  1
4210500 2861500 10  5 11  17.0 1015 157  4.3 5  7.4  66  301  184 326 -382  1
4210500 2861500 10  5 12  18.9 1014 168  4.8 5  7.7  60  299  211 327 -390  1
4210500 2861500 10  5 13  18.7 1014 170  4.9 7  7.7  57   82  253 340 -395  1
4210500 2861500 10  5 14  19.1 1013 154  4.1 8  8.0  59   28  205 359 -401  1
4210500 2861500 10  5 15  19.9 1012 159  5.3 7  8.4  59   74  197 364 -406  1
4210500 2861500 10  5 16  19.8 1011 164  4.7 6  8.3  57   33  134 356 -407  1
4210500 2861500 10  5 17  19.1 1011 162  4.3 7  7.8  55   11   65 355 -403  1
4210500 2861500 10  5 18  18.0 1011 154  4.4 7  7.7  58    0    7 358 -398  1
4210500 2861500 10  5 19  17.4 1010 160  4.5 7  7.7  61    0    0 356 -395  1
4210500 2861500 10  5 20  16.7 1011 164  3.8 7  7.5  62    0    0 354 -392  1
4210500 2861500 10  5 21  16.0 1011 182  3.2 6  7.5  64    0    0 348 -388  1
4210500 2861500 10  5 22  15.3 1010 189  2.7 6  7.6  68    0    0 342 -385  1
4210500 2861500 10  5 23  14.4 1011 190  2.9 6  7.7  73    0    0 340 -384  1
4210500 2861500 10  5 24  13.9 1011 187  2.7 5  7.9  78    0    0 334 -383  1
4210500 2861500 10  6  1  13.6 1010 183  2.6 4  8.0  81    0    0 326 -382  1
4210500 2861500 10  6  2  13.0 1010 170  2.5 3  8.1  84    0    0 318 -380  1
4210500 2861500 10  6  3  12.5 1010 157  2.6 3  8.1  88    0    0 312 -379  1
4210500 2861500 10  6  4  12.2 1010 147  2.3 3  8.1  90    0    0 311 -379  1
4210500 2861500 10  6  5  12.1 1010 159  2.9 5  8.1  92    0    0 317 -379  1
4210500 2861500 10  6  6  13.1 1010 167  3.6 6  8.4  92    0    0 328 -379  1
4210500 2861500 10  6  7  13.6 1009 162  3.2 5  8.5  88    0    6 330 -378  1
4210500 2861500 10  6  8  14.6 1009 175  3.5 4  8.7  86   59   52 323 -379  1
4210500 2861500 10  6  9  17.4 1009 196  3.9 3  9.0  79  163   91 321 -385  1
4210500 2861500 10  6 10  19.6 1009 215  4.9 3  9.3  69  266  111 324 -397  1
4210500 2861500 10  6 11  21.7 1009 216  5.4 2  9.6  63  336  129 328 -412  1
4210500 2861500 10  6 12  23.8 1009 234  5.7 3  9.6  55  368  143 335 -426  1
4210500 2861500 10  6 13  24.7 1009 232  5.9 2  9.3  49  348  158 340 -437  1
4210500 2861500 10  6 14  24.7 1008 212  5.6 2  9.2  47  304  153 339 -442  1
4210500 2861500 10  6 15  24.6 1008 221  5.0 1  9.4  48  245  127 337 -443  1
4210500 2861500 10  6 16  24.2 1008 233  4.1 2  9.6  50  134  107 337 -439  1
4210500 2861500 10  6 17  23.3 1008 222  3.9 4  9.8  53   35   64 346 -431  1
4210500 2861500 10  6 18  21.3 1008 210  2.8 3  9.8  58    0    7 345 -421  1
4210500 2861500 10  6 19  19.4 1008 198  2.6 2  9.9  66    0    0 334 -413  1
4210500 2861500 10  6 20  18.7 1008 169  3.1 1  9.8  71    0    0 324 -408  1
4210500 2861500 10  6 21  19.4 1008 177  3.1 3  9.6  69    0    0 327 -406  1
4210500 2861500 10  6 22  19.4 1008 189  4.6 5  9.8  69    0    0 342 -404  1
4210500 2861500 10  6 23  18.8 1008 181  3.8 4 10.1  73    0    0 344 -405  1
4210500 2861500 10  6 24  18.4 1008 194  3.5 2 10.1  75    0    0 332 -405  1
4210500 2861500 10  7  1  17.6 1008 206  3.4 2 10.0  77    0    0 321 -404  1
4210500 2861500 10  7  2  16.5 1008 203  1.9 4  9.8  80    0    0 322 -403  1
4210500 2861500 10  7  3  15.8 1008 238  2.6 6 10.0  86    0    0 334 -402  1
4210500 2861500 10  7  4  15.5 1008 239  2.0 7 10.2  91    0    0 343 -402  1
4210500 2861500 10  7  5  15.5 1008 248  1.7 7 10.2  92    0    0 347 -400  1
4210500 2861500 10  7  6  14.5 1008  12  1.7 4  9.9  92    0    0 333 -399  1
4210500 2861500 10  7  7  14.1 1008 266  1.8 5  9.7  94    0    7 321 -397  1
4210500 2861500 10  7  8  14.8 1009 356  1.5 5  9.8  95   59   51 324 -396  1
4210500 2861500 10  7  9  15.8 1009 289  2.5 3  9.8  89  140   95 317 -397  1
4210500 2861500 10  7 10  15.4 1010 290  3.4 7  9.4  85    9  153 324 -399  1
4210500 2861500 10  7 11  15.6 1011 263  3.4 7  9.1  82    6  171 341 -401  1
4210500 2861500 10  7 12  16.4 1011 242  4.0 7  8.7  77   62  230 343 -406  1
4210500 2861500 10  7 13  16.2 1012 273  3.9 6  8.2  71   33  209 340 -407  1
4210500 2861500 10  7 14  16.2 1012 259  3.9 7  7.7  67   29  192 340 -405  1
4210500 2861500 10  7 15  16.0 1012 233  2.9 7  7.4  65    3  132 343 -401  1
4210500 2861500 10  7 16  15.7 1012 239  2.7 6  7.1  63    0   57 336 -396  1
4210500 2861500 10  7 17  14.9 1012 236  2.1 8  7.0  64    0   23 339 -390  1
4210500 2861500 10  7 18  14.1 1012 207  2.3 8  7.5  72    0    4 346 -386  1
4210500 2861500 10  7 19  13.7 1012 215  2.1 8  7.9  79    0    0 345 -383  1
4210500 2861500 10  7 20  13.4 1012 201  2.9 8  8.0  83    0    0 344 -381  1
4210500 2861500 10  7 21  13.0 1013 205  2.9 7  8.1  85    0    0 338 -379  1
4210500 2861500 10  7 22  12.7 1013 127  3.6 7  8.1  87    0    0 331 -377  1
4210500 2861500 10  7 23  12.4 1013 179  2.8 6  8.1  89    0    0 326 -375  1
4210500 2861500 10  7 24  12.3 1013 183  2.3 6  8.2  91    0    0 321 -375  1
4210500 2861500 10  8  1  11.9 1013 193  2.8 5  8.3  94    0    0 317 -374  1
4210500 2861500 10  8  2  11.3 1013 201  2.5 5  8.1  95    0    0 312 -373  1
4210500 2861500 10  8  3  10.7 1013 248  2.8 3  7.8  95    0    0 299 -372  1
4210500 2861500 10  8  4  10.1 1013 216  2.4 2  7.4  94    0    0 281 -371  1
4210500 2861500 10  8  5   9.8 1014 207  2.7 2  7.2  95    0    0 274 -370  1
4210500 2861500 10  8  6   9.8 1014 211  2.6 1  7.1  94    0    0 269 -369  1
4210500 2861500 10  8  7  10.0 1014 227  2.9 1  6.8  90    3   10 265 -368  1
4210500 2861500 10  8  8  11.1 1014 210  3.4 0  7.0  88   82   45 263 -368  1
4210500 2861500 10  8  9  13.2 1014 208  3.2 0  7.1  80  215   59 264 -370  1
4210500 2861500 10  8 10  14.9 1014 228  4.2 0  7.0  70  338   63 271 -375  1
4210500 2861500 10  8 11  16.1 1015 218  4.9 0  6.8  62  434   59 275 -382  1
4210500 2861500 10  8 12  16.8 1014 253  5.9 1  6.3  54  446   81 282 -389  1
4210500 2861500 10  8 13  17.4 1014 241  6.2 4  5.9  49  126  216 303 -396  1
4210500 2861500 10  8 14  17.6 1014 218  6.0 5  5.7  46   60  198 323 -400  1
4210500 2861500 10  8 15  17.3 1013 264  6.3 5  5.6  45  103  165 325 -400  1
4210500 2861500 10  8 16  16.9 1013 258  5.0 2  5.7  47   95  108 308 -396  1
4210500 2861500 10  8 17  16.0 1013 244  4.5 3  5.7  49   32   54 295 -387  1
4210500 2861500 10  8 18  13.8 1013 217  3.6 2  5.7  54    0    6 289 -376  1
4210500 2861500 10  8 19  12.6 1014 211  3.5 1  5.8  61    0    0 274 -368  1
4210500 2861500 10  8 20  11.6 1014 210  3.4 1  5.7  65    0    0 266 -364  1
4210500 2861500 10  8 21  10.5 1014 219  3.2 1  5.6  69    0    0 263 -361  1
4210500 2861500 10  8 22   9.4 1014 233  2.6 2  5.6  74    0    0 267 -358  1
4210500 2861500 10  8 23   8.2 1014 236  2.5 2  5.7  81    0    0 270 -355  1
4210500 2861500 10  8 24   9.2 1014 246  2.9 3  5.8  83    0    0 276 -352  1
4210500 2861500 10  9  1   8.4 1014 229  2.5 2  5.6  79    0    0 277 -349  1
4210500 2861500 10  9  2   7.4 1014 217  2.2 1  5.4  81    0    0 264 -347  1
4210500 2861500 10  9  3   7.1 1014 209  1.8 0  5.5  86    0    0 251 -346  1
4210500 2861500 10  9  4   6.8 1013 197  1.7 0  5.5  89    0    0 242 -344  1
4210500 2861500 10  9  5   6.2 1013 222  2.0 1  5.5  91    0    0 246 -342  1
4210500 2861500 10  9  6   6.1 1013 194  2.2 2  5.4  92    0    0 256 -340  1
4210500 2861500 10  9  7   6.7 1013 201  1.9 6  5.4  91    0    2 286 -339  1
4210500 2861500 10  9  8   8.3 1013 193  2.2 7  5.8  90    6   36 318 -339  1
4210500 2861500 10  9  9   8.8 1013 209  2.0 7  6.1  87    0   73 329 -345  1
4210500 2861500 10  9 10  10.4 1013 224  2.4 8  6.2  83    0  106 339 -354  1
4210500 2861500 10  9 11  11.4 1013 259  2.3 8  6.3  77    0  132 349 -367  1
4210500 2861500 10  9 12  11.9 1013 269  2.3 7  6.3  74   16  164 345 -379  1
4210500 2861500 10  9 13  12.2 1013 263  2.3 8  6.4  73   13  153 344 -387  1
4210500 2861500 10  9 14  12.7 1012 278  2.6 8  6.2  69    6  133 349 -391  1
4210500 2861500 10  9 15  12.7 1012 259  3.0 7  6.1  67   13  118 343 -392  1
4210500 2861500 10  9 16  12.7 1012 260  2.9 6  6.3  69   19   84 331 -389  1
4210500 2861500 10  9 17  12.0 1012 267  2.6 7  6.4  72    9   42 329 -382  1
4210500 2861500 10  9 18  10.1 1012 237  2.4 5  6.2  76    0    5 317 -372  1
4210500 2861500 10  9 19   9.5 1012 249  2.6 4  6.2  83    0    0 297 -366  1
4210500 2861500 10  9 20   9.7 1012 266  2.7 3  6.4  86    0    0 286 -363  1
4210500 2861500 10  9 21   8.6 1012 263  2.8 3  6.3  88    0    0 280 -359  1
4210500 2861500 10  9 22   7.9 1013 259  2.6 1  6.1  90    0    0 269 -355  1
4210500 2861500 10  9 23   7.5 1013 261  2.4 1  6.0  91    0    0 258 -351  1
4210500 2861500 10  9 24   6.8 1013 271  2.6 2  5.8  93    0    0 259 -348  1
4210500 2861500 10 10  1   7.2 1012 288  2.8 4  5.9  94    0    0 272 -345  1
4210500 2861500 10 10  2   6.2 1013 270  2.6 4  5.8  95    0    0 280 -343  1
4210500 2861500 10 10  3   5.8 1013 284  2.3 4  5.6  96    0    0 278 -341  1
4210500 2861500 10 10  4   6.6 1013 281  2.5 4  5.6  95    0    0 281 -339  1
4210500 2861500 10 10  5   6.2 1013 298  2.4 6  5.7  95    0    0 293 -340  1
4210500 2861500 10 10  6   6.7 1014 314  2.5 7  5.8  97    0    0 308 -342  1
4210500 2861500 10 10  7   6.5 1014 313  2.6 8  5.9  97    0    4 320 -344  1
4210500 2861500 10 10  8   6.6 1014 318  2.3 8  5.9  98   12   46 325 -346  1
4210500 2861500 10 10  9   6.9 1015 350  1.6 8  6.0  99   15  109 325 -349  1
4210500 2861500 10 10 10   7.8 1015 343  1.6 8  6.3  98    5  138 326 -357  1
4210500 2861500 10 10 11   9.0 1015 312  1.9 7  6.4  93    0  131 324 -367  1
4210500 2861500 10 10 12  10.5 1016 301  2.0 6  6.3  83   22  206 317 -376  1
4210500 2861500 10 10 13  12.0 1016 298  2.3 2  6.1  74  212  202 297 -383  1
4210500 2861500 10 10 14  12.5 1015 279  2.1 3  6.0  68  247  159 285 -387  1
4210500 2861500 10 10 15  12.9 1015 277  3.4 2  5.9  65  254  104 285 -387  1
4210500 2861500 10 10 16  12.5 1015 265  2.8 1  6.0  65  151   87 275 -382  1
4210500 2861500 10 10 17  12.5 1015 304  2.0 3  6.0  67   25   53 279 -373  1
4210500 2861500 10 10 18  10.4 1015 279  2.1 2  6.1  72    0    1 279 -361  1
4210500 2861500 10 10 19   8.4 1015 267  1.7 2  6.0  82    0    0 267 -352  1
4210500 2861500 10 10 20   7.2 1015 304  1.5 2  5.8  88    0    0 261 -347  1
4210500 2861500 10 10 21   5.8 1015 326  1.4 1  5.4  89    0    0 252 -342  1
4210500 2861500 10 10 22   5.7 1015 352  1.9 0  5.1  90    0    0 242 -339  1
4210500 2861500 10 10 23   5.2 1016  21  2.0 0  5.0  90    0    0 238 -336  1
4210500 2861500 10 10 24   5.0 1016  27  1.7 0  4.8  88    0    0 236 -333  1
4210500 2861500 10 11  1   3.3 1015 358  1.2 0  4.5  89    0    0 233 -330  1
4210500 2861500 10 11  2   2.1 1015  35  1.3 0  4.2  91    0    0 227 -327  1
4210500 2861500 10 11  3   0.1 1015  15  1.5 0  3.8  93    0    0 222 -324  1
4210500 2861500 10 11  4   0.7 1015 341  1.7 1  3.7  95    0    0 225 -322  1
4210500 2861500 10 11  5   0.0 1015 319  1.5 0  3.7  95    0    0 223 -322  1
4210500 2861500 10 11  6  -0.1 1015 356  1.6 0  3.6  96    0    0 218 -322  1
4210500 2861500 10 11  7   0.5 1015 314  1.6 1  3.7  97    0    8 222 -321  1
4210500 2861500 10 11  8   2.8 1016 313  1.6 1  4.2  98   68   51 230 -321  1
4210500 2861500 10 11  9   6.4 1016 359  2.4 1  4.7  90  188   79 238 -327  1
4210500 2861500 10 11 10   8.4 1016   8  2.6 1  5.0  78  303   92 246 -338  1
4210500 2861500 10 11 11  10.2 1016  12  2.7 1  5.2  71  380  102 252 -350  1
4210500 2861500 10 11 12  11.1 1016  15  2.7 2  5.2  66  256  180 260 -362  1
4210500 2861500 10 11 13  11.4 1016  23  3.3 6  5.2  63    0  145 284 -371  1
4210500 2861500 10 11 14  11.2 1016  15  3.4 6  5.3  64    0  119 304 -376  1
4210500 2861500 10 11 15  11.1 1016  14  3.5 5  5.3  65   22  152 299 -375  1
4210500 2861500 10 11 16  11.3 1016  19  4.1 4  5.4  65   46  114 290 -371  1
4210500 2861500 10 11 17  10.4 1016  25  4.0 5  5.4  67    9   50 290 -363  1
4210500 2861500 10 11 18   9.3 1016  28  3.2 4  5.3  71    0    2 285 -353  1
4210500 2861500 10 11 19   8.4 1017  31  3.3 1  5.2  73    0    0 264 -345  1
4210500 2861500 10 11 20   7.3 1017  33  2.9 1  4.9  75    0    0 244 -340  1
4210500 2861500 10 11 21   6.4 1018  32  2.7 0  4.7  77    0    0 236 -337  1
4210500 2861500 10 11 22   5.7 1019  32  2.5 0  4.6  80    0    0 236 -334  1
4210500 2861500 10 11 23   6.1 1020  69  2.9 1  5.0  83    0    0 238 -331  1
4210500 2861500 10 11 24   7.0 1020 120  3.4 2  5.6  85    0    0 233 -328  1
4210500 2861500 10 12  1   8.2  998 178  4.2 3  6.2  87    0    0 329 -362  1
4210500 2861500 10 12  2   9.2  999 224  4.7 4  6.6  88    0    0 314 -362  1
4210500 2861500 10 12  3   9.8  999 253  5.0 5  6.8  87    0    0 300 -362  1
4210500 2861500 10 12  4   9.5  999 244  4.9 5  6.5  86    0    0 298 -361  1
4210500 2861500 10 12  5   9.5  998 241  5.0 6  6.5  86    0    0 316 -357  1
4210500 2861500 10 12  6   9.1  998 227  4.9 7  6.2  84    0    0 325 -353  1
4210500 2861500 10 12  7   9.3  998 230  4.4 6  6.1  82    0    6 317 -350  1
4210500 2861500 10 12  8   9.2  997 207  4.3 5  6.0  81   47   51 305 -351  1
4210500 2861500 10 12  9  10.2  997 218  5.8 5  6.1  80   79  106 300 -354  1
4210500 2861500 10 12 10   9.3  997 270  5.6 6  6.1  80   30  158 304 -358  1
4210500 2861500 10 12 11  10.4  997 253  5.6 3  6.3  81  148  198 295 -363  1
4210500 2861500 10 12 12  10.9  997 257  6.7 4  6.2  76  135  224 288 -369  1
4210500 2861500 10 12 13  11.3  997 256  6.5 6  5.9  71   70  213 304 -371  1
4210500 2861500 10 12 14  11.5  997 281  6.6 7  5.8  68   26  175 319 -372  1
4210500 2861500 10 12 15  11.9  997 267  6.8 6  5.8  66   42  154 319 -372  1
4210500 2861500 10 12 16  11.5  997 255  3.8 8  5.8  66   19  102 322 -366  1
4210500 2861500 10 12 17   8.4  997 255  3.3 7  5.9  76    0   31 320 -360  1
4210500 2861500 10 12 18   9.0  999 276  3.3 7  6.3  88    0    0 313 -355  1
4210500 2861500 10 12 19   8.2  999 251  3.0 7  6.3  89    0    0 313 -353  1
4210500 2861500 10 12 20   8.1 1000 258  4.2 7  6.1  88    0    0 313 -351  1
4210500 2861500 10 12 21   7.5 1001 277  3.9 6  5.9  89    0    0 310 -351  1
4210500 2861500 10 12 22   7.6 1002 272  4.1 7  6.0  92    0    0 311 -353  1
4210500 2861500 10 12 23   7.6 1003 279  3.6 8  6.1  92    0    0 323 -353  1
4210500 2861500 10 12 24   7.5 1004 269  3.6 7  6.0  92    0    0 324 -352  1
4210500 2861500 10 13  1   6.9 1004 274  4.0 7  5.9  92    0    0 318 -352  1
4210500 2861500 10 13  2   7.1 1005 276  5.2 7  5.9  93    0    0 319 -352  1
4210500 2861500 10 13  3   6.6 1005 274  4.4 7  5.8  93    0    0 318 -351  1
4210500 2861500 10 13  4   7.0 1006 273  4.6 7  5.7  92    0    0 318 -352  1
4210500 2861500 10 13  5   7.3 1006 272  4.0 8  5.8  92    0    0 323 -352  1
4210500 2861500 10 13  6   7.8 1007 280  3.6 8  6.1  93    0    0 329 -351  1
4210500 2861500 10 13  7   7.9 1008 277  4.6 7  6.2  93    0    2 325 -347  1
4210500 2861500 10 13  8   8.3 1009 270  4.7 6  6.2  92   31   36 316 -343  1
4210500 2861500 10 13  9   8.9 1010 273  6.1 5  6.2  89   97   75 308 -344  1
4210500 2861500 10 13 10   9.8 1011 283  5.4 5  6.3  86  154  112 303 -350  1
4210500 2861500 10 13 11  10.9 1011 277  5.6 5  6.2  79  162  149 303 -360  1
4210500 2861500 10 13 12  12.1 1012 282  5.9 5  6.2  73   56  187 303 -370  1
4210500 2861500 10 13 13  12.6 1012 292  5.1 5  6.1  68   59  181 304 -378  1
4210500 2861500 10 13 14  12.3 1012 292  4.6 5  5.7  63   52  160 303 -382  1
4210500 2861500 10 13 15  12.4 1012 292  4.5 6  5.6  62   58  133 307 -380  1
4210500 2861500 10 13 16  12.2 1013 279  4.8 6  5.6  62   11   85 313 -376  1
4210500 2861500 10 13 17  11.6 1013 292  4.5 5  5.8  67    1   35 310 -371  1
4210500 2861500 10 13 18  10.2 1014 257  3.7 5  6.2  76    0    3 304 -364  1
4210500 2861500 10 13 19   9.3 1014 219  2.6 3  6.2  83    0    0 292 -358  1
4210500 2861500 10 13 20   8.4 1014 214  2.4 1  6.1  86    0    0 272 -354  1
4210500 2861500 10 13 21   8.1 1014 200  2.5 0  6.1  89    0    0 258 -351  1
4210500 2861500 10 13 22   7.6 1014 191  2.8 2  5.9  90    0    0 263 -350  1
4210500 2861500 10 13 23   7.4 1014 195  2.7 3  5.7  89    0    0 278 -350  1
4210500 2861500 10 13 24   7.9 1014 206  3.4 6  5.7  87    0    0 296 -349  1
4210500 2861500 10 14  1   8.1 1013 206  3.5 7  5.7  85    0    0 314 -349  1
4210500 2861500 10 14  2   8.2 1013 197  3.3 8  5.8  85    0    0 325 -349  1
4210500 2861500 10 14  3   8.2 1012 198  3.6 8  5.9  87    0    0 332 -349  1
4210500 2861500 10 14  4   8.2 1011 190  4.1 5  5.9  88    0    0 323 -350  1
4210500 2861500 10 14  5   8.4 1010 194  3.9 4  5.9  86    0    0 307 -352  1
4210500 2861500 10 14  6   8.8 1010 199  3.9 6  5.9  85    0    0 314 -353  1
4210500 2861500 10 14  7   9.4 1009 209  4.4 7  6.1  84    0    0 332 -354  1
4210500 2861500 10 14  8   9.7 1009 208  5.1 8  6.4  86    1   37 347 -355  1
4210500 2861500 10 14  9  10.2 1009 209  5.3 8  6.8  89    0   69 356 -357  1
4210500 2861500 10 14 10  10.4 1009 208  5.2 7  7.1  90    0   80 353 -360  1
4210500 2861500 10 14 11  11.0 1009 210  4.7 8  7.3  91    0   52 355 -362  1
4210500 2861500 10 14 12  11.6 1008 209  5.0 7  7.6  91    0   92 359 -365  1
4210500 2861500 10 14 13  13.1 1008 219  5.6 8  8.0  89    0  131 364 -369  1
4210500 2861500 10 14 14  14.1 1008 213  4.8 8  8.3  85    0   87 373 -374  1
4210500 2861500 10 14 15  14.7 1007 222  5.9 8  8.5  82    0   45 377 -378  1
4210500 2861500 10 14 16  14.0 1007 216  5.8 8  8.8  85    0   32 377 -379  1
4210500 2861500 10 14 17  13.9 1007 222  6.0 8  9.1  91    0   21 376 -378  1
4210500 2861500 10 14 18  14.3 1007 229  6.2 8  9.1  90    0    0 377 -378  1
4210500 2861500 10 14 19  14.7 1007 235  5.6 8  9.1  87    0    0 378 -379  1
4210500 2861500 10 14 20  14.6 1008 231  5.6 8  9.1  87    0    0 379 -380  1
4210500 2861500 10 14 21  14.4 1008 231  5.4 8  9.2  89    0    0 378 -381  1
4210500 2861500 10 14 22  14.3 1009 269  5.0 7  9.5  92    0    0 372 -381  1
4210500 2861500 10 14 23  13.2 1010 293  4.1 7  9.0  92    0    0 363 -381  1
4210500 2861500 10 14 24  12.1 1011 286  4.1 5  8.1  89    0    0 345 -381  1
4210500 2861500 10 15  1  11.8 1012 281  4.3 5  7.7  88    0    0 330 -380  1
4210500 2861500 10 15  2  11.2 1012 281  4.6 5  7.5  89    0    0 327 -378  1
